13,14,11,11,10,11,13,17,8,9,14,9
10,13,13,13,9,12,19,19,10,3,16,11
13,14,12,17,9,20,21,18,8,5,14,9
13,9,12,19,11,18,21,16,13,7,18,10
13,10,10,16,10,19,16,20,14,9,15,10
12,11,10,17,7,22,18,20,12,10,12,12
13,10,6,19,2,22,18,20,9,12,14,14
13,8,8,20,6,22,17,21,11,11,14,11
12,10,5,19,4,20,17,21,8,11,17,13
11,8,7,20,6,21,16,22,12,11,18,12
13,7,5,20,6,23,18,21,11,15,14,17
13,4,8,19,6,22,16,21,12,16,13,16
13,4,6,18,8,18,17,22,12,18,16,15
8,8,6,17,11,21,18,20,13,15,12,15
3,3,5,15,11,19,19,18,11,19,13,17
7,4,1,16,13,16,20,20,15,20,14,15
10,4,1,15,14,16,17,22,15,21,15,17
12,9,5,19,10,17,14,21,18,16,11,18
12,11,8,18,9,14,17,23,20,17,11,14
14,11,7,21,12,19,16,23,19,20,10,17
13,10,5,20,12,17,16,21,20,20,11,18
12,11,11,20,9,20,16,23,19,16,12,15
13,10,10,20,8,19,14,22,18,18,13,15
12,11,10,22,9,19,14,22,17,21,12,17
9,10,7,19,9,17,11,22,16,16,17,20
10,7,6,21,8,15,15,22,15,18,16,20
14,4,5,19,6,18,11,17,13,18,16,19
15,6,7,21,7,17,15,19,11,19,11,21
16,6,8,18,7,14,15,19,13,17,15,20
13,6,7,19,6,12,16,21,14,16,14,19
14,5,6,20,7,14,16,18,13,17,14,18
12,9,10,21,5,14,16,19,15,15,11,23
16,11,15,23,5,14,17,22,13,18,7,22
16,10,12,22,7,12,16,22,13,20,6,21
13,9,10,18,7,12,16,22,14,22,6,22
19,16,13,23,1,11,16,19,8,19,2,22
16,17,11,23,1,12,16,24,4,22,5,23
18,19,12,22,1,6,18,24,8,21,3,22
15,13,8,22,1,5,19,22,7,24,7,21
19,13,7,23,1,8,17,24,6,19,6,21
17,13,8,23,3,7,15,23,6,23,6,22
19,9,6,23,0,6,17,23,8,23,12,24
18,7,6,21,1,3,17,23,8,24,13,23
18,7,5,19,3,4,18,23,6,23,8,22
17,5,4,21,1,4,18,24,7,22,8,23
19,3,4,22,2,10,14,24,8,21,6,23
18,8,2,22,1,10,12,22,6,23,6,24
16,6,5,23,4,12,15,24,4,22,8,24
21,12,1,20,2,7,8,24,10,24,3,23
21,12,2,19,1,7,8,24,10,24,3,24
19,18,1,21,3,3,12,24,4,23,6,24
17,16,1,18,5,3,12,24,2,22,7,24
18,17,5,20,3,1,15,24,2,23,6,24
17,17,2,22,4,1,12,22,3,24,7,23
19,16,4,22,3,1,13,24,2,23,9,24
21,12,2,23,1,4,7,23,2,23,3,24
19,9,3,19,2,1,10,22,3,23,6,23
21,13,2,17,1,2,5,24,3,24,7,24
22,13,3,17,6,2,8,24,3,23,11,24
21,12,3,18,7,1,8,23,1,24,11,24
22,14,5,19,6,3,8,23,1,24,12,24
22,15,3,18,7,5,7,23,5,23,11,24
20,8,6,17,2,0,12,22,10,23,15,23
18,11,9,19,3,1,12,24,13,21,17,24
18,14,11,18,1,5,12,23,13,21,18,24
20,10,6,19,2,1,12,24,8,22,20,24
24,11,1,17,2,1,7,24,10,24,21,24
20,12,3,13,2,1,8,24,6,22,20,23
21,13,5,16,3,1,12,24,10,23,19,24
17,12,12,18,5,2,11,23,12,23,18,23
18,13,11,17,6,4,12,22,11,24,18,24
18,11,6,18,6,2,12,24,13,23,17,23
17,13,7,17,6,3,16,24,12,22,17,24
18,12,6,19,1,2,20,24,8,21,11,23
17,12,6,19,3,3,18,24,8,21,15,23
16,8,6,20,2,1,13,24,10,22,12,23
19,8,11,18,2,1,12,22,7,22,12,24
19,6,14,16,3,2,11,24,3,21,12,23
21,4,12,16,6,3,10,23,4,22,10,24
12,11,5,17,7,4,16,18,5,22,7,23
13,14,7,17,4,1,16,15,8,22,5,24
11,8,12,19,6,1,17,18,4,22,5,24
17,10,16,17,6,2,12,16,3,22,8,24
14,11,15,18,5,1,12,16,5,22,8,24
18,15,16,10,12,2,4,22,5,22,13,24
19,11,19,12,12,1,8,19,2,23,12,24
12,4,21,13,6,1,7,23,8,21,18,24
13,6,21,11,7,2,8,23,8,22,17,24
16,12,21,7,8,4,8,22,1,23,14,24
16,14,16,3,4,5,6,21,2,22,7,23
13,12,16,2,8,11,5,22,0,20,8,24
7,9,17,1,6,13,3,24,2,15,7,24
5,4,17,2,2,18,3,22,6,12,3,23
10,6,19,1,3,15,6,24,4,11,3,23
6,6,14,5,2,13,3,24,8,7,0,24
6,6,13,7,2,8,3,24,7,9,3,23
3,9,8,6,2,10,2,24,8,13,4,24
1,5,7,5,3,9,2,24,6,8,3,24
1,10,5,5,2,13,2,20,8,12,2,22
2,8,12,9,4,9,2,23,9,11,1,24
3,3,16,5,5,11,2,23,4,6,4,24
1,3,16,5,4,9,2,24,12,6,3,23
1,3,14,5,2,12,0,24,9,6,3,24
1,3,11,10,11,14,2,24,15,18,1,23
1,5,16,2,10,16,2,24,14,16,2,23
3,11,19,9,8,17,5,23,13,17,2,23
2,13,18,9,7,16,12,24,9,18,1,24
0,12,18,4,5,16,12,22,11,19,1,24
1,11,12,10,5,16,13,22,16,18,2,23
3,5,14,12,11,19,15,24,20,13,6,24
1,7,20,10,9,21,18,24,21,20,13,24
1,5,19,11,8,22,14,23,22,19,12,23
5,1,21,17,4,24,13,24,22,19,11,24
12,3,17,16,1,22,6,22,22,20,11,24
12,0,17,11,10,24,6,22,18,21,16,24
13,5,17,7,13,23,10,24,18,23,13,24
12,7,16,9,11,24,8,20,20,22,12,24
8,2,13,1,14,24,15,20,16,22,17,24
8,2,11,1,12,24,16,22,21,21,17,24
2,1,14,1,14,23,14,23,18,21,17,24
8,1,7,2,13,23,15,23,18,21,17,24
1,2,8,0,7,24,17,22,19,20,11,24
1,2,12,1,3,24,19,20,19,21,15,24
2,2,8,1,6,24,12,22,17,22,15,22
3,2,8,5,7,24,11,18,18,24,18,24
3,3,8,6,7,24,12,18,16,21,19,24
1,0,6,7,1,24,12,19,22,24,18,23
5,7,11,4,3,22,5,18,19,23,13,23
3,8,6,6,2,24,3,15,17,20,10,23
1,2,7,3,1,23,8,11,20,18,8,24
2,3,5,4,1,24,7,12,17,18,5,24
6,4,9,2,4,24,8,8,13,18,9,24
11,2,4,1,2,23,7,15,15,17,3,24
13,3,8,3,3,23,5,8,4,17,11,24
14,2,8,3,1,24,5,9,9,16,8,24
18,4,9,4,2,24,6,13,9,14,8,24
13,5,14,3,2,23,9,11,13,8,7,23
11,7,12,3,5,23,9,13,10,8,8,24
10,3,9,1,5,24,5,12,11,6,5,24
11,3,8,1,5,24,5,12,11,7,4,23
7,3,8,1,9,24,4,17,18,7,8,24
8,3,3,1,3,22,2,17,18,6,5,23
8,3,4,1,4,23,3,12,19,6,7,23
13,5,3,3,7,23,3,11,20,10,7,24
13,8,2,1,6,23,1,10,18,12,5,21
12,6,3,2,8,24,1,8,17,15,10,22
5,6,3,2,8,23,2,4,14,10,10,24
12,6,5,3,10,22,3,5,17,12,8,23
13,8,1,2,7,24,3,4,15,12,7,24
7,5,0,8,11,24,4,6,17,7,6,24
3,2,2,12,4,24,1,10,22,5,6,23
6,3,3,9,4,22,1,7,17,2,6,24
8,2,1,8,8,24,3,9,18,4,7,24
7,1,2,6,17,21,0,12,17,3,7,24
6,1,1,8,12,23,5,17,22,4,7,24
4,3,3,7,10,21,6,15,17,3,8,24
4,1,0,10,13,24,5,11,18,2,8,24
5,2,1,2,7,22,7,9,13,7,8,22
6,0,2,7,9,21,8,12,11,2,3,23
5,1,2,9,8,24,6,10,12,2,5,23
6,3,1,9,9,23,6,8,13,2,5,24
5,11,4,6,5,22,2,10,14,5,12,24
5,4,3,6,5,20,1,12,17,1,7,24
3,7,3,8,5,15,3,11,16,6,12,24
6,4,0,8,7,16,2,11,15,5,11,24
7,9,6,8,8,17,6,15,16,4,13,24
4,5,1,3,2,16,4,6,11,1,8,24
8,12,2,4,4,16,5,11,10,1,13,23
8,13,3,4,2,17,9,10,10,1,13,21
6,9,1,8,2,20,4,17,12,2,13,24
7,11,5,2,1,19,4,20,12,3,10,23
12,9,8,3,1,18,3,21,11,2,12,24
11,7,5,4,3,16,1,16,10,1,12,24
11,6,0,2,2,15,4,20,12,2,13,22
8,13,3,1,4,18,2,22,14,10,19,24
4,6,1,2,0,16,0,21,17,5,19,24
8,9,2,0,1,15,1,23,18,0,20,24
5,11,1,1,1,14,1,21,16,3,18,21
9,9,2,1,1,8,2,19,17,3,16,23
6,11,1,2,8,8,3,16,14,6,13,24
5,7,2,1,7,11,2,18,16,11,10,24
3,7,1,2,5,9,1,21,19,13,16,24
2,5,1,2,7,13,3,17,13,7,12,22
2,6,4,4,10,7,1,17,15,8,13,24
2,8,3,5,8,10,0,18,12,4,11,24
1,12,5,2,5,7,3,18,12,5,11,24
2,10,2,3,5,5,3,16,13,6,11,24
2,11,2,3,5,8,1,20,10,5,10,24
1,10,3,3,8,5,2,19,12,4,8,24
4,12,1,3,6,8,2,18,12,7,6,24
3,10,3,2,7,3,6,20,9,2,8,22
4,10,2,2,9,8,2,17,14,1,8,24
3,10,4,1,9,6,2,20,15,8,5,23
5,8,3,4,15,6,2,15,11,10,5,24
10,10,2,0,10,8,1,19,12,11,8,24
9,14,3,2,13,7,3,18,11,7,5,22
9,8,1,3,12,5,3,16,9,5,7,24
16,11,1,0,10,7,1,18,9,8,9,24
12,8,2,2,17,3,1,17,10,9,6,23
12,9,0,4,15,6,1,13,17,10,8,24
12,6,2,1,16,7,2,11,15,6,4,24
12,5,2,1,16,13,2,14,18,11,4,23
9,7,1,3,14,6,1,10,18,7,10,23
8,11,2,6,20,7,6,6,16,5,12,24
8,2,0,5,15,5,1,11,17,3,7,24
13,6,1,5,20,6,1,11,14,3,7,24
16,8,3,1,20,5,1,10,11,1,2,24
10,4,1,4,22,8,4,5,14,2,7,24
11,6,2,0,21,6,2,7,16,4,8,23
11,8,5,3,21,4,5,6,14,2,6,24
8,3,1,2,20,9,6,4,10,3,7,24
