x,y,speed,pos,angle
1724.45,1629.78,1.3,161.97,83.72
1797.99,1637.87,1.25,87.98,83.72
1872.17,1646.24,1.33,13.32,83.29
1907.7,1592.24,1.24,18.74,171.64
1950.76,1567.65,1.14,13.38,84.56
2025.39,1574.75,1.11,88.34,84.56
2098.65,1581.73,1.16,161.94,84.56
2117.69,1589.55,1.29,90.22,83.2
2190.93,1598.28,1.27,16.47,83.2
2264.42,1606.86,1.21,171.27,69.57
2312.56,1640.49,1.15,111.81,231.78
2250.12,1605.17,1.2,185.88,263.55
2177.49,1596.68,1.28,30.0,263.2
2114.33,1590.41,1.15,2.27,353.16
2103.36,1662.85,1.33,21.49,353.06
2095.07,1735.54,1.17,17.05,353.6
2087.06,1809.28,1.29,39.05,353.93
2079.39,1881.35,1.1,111.61,353.93
2076.04,1954.46,1.22,5.76,3.85
2076.92,2027.74,1.14,58.61,1.68
2084.6,2100.17,1.16,12.55,18.27
2099.1,2145.43,1.12,4.29,289.54
2069.87,2087.84,1.25,3.38,238.91
2000.27,2075.18,1.18,212.38,266.11
1926.25,2067.45,1.34,137.95,261.8
1853.0,2056.9,1.31,63.94,261.8
1780.21,2046.41,1.29,0.06,262.57
1707.09,2037.95,1.2,3.42,265.25
1667.13,2069.56,1.27,29.5,355.35
1664.57,2085.24,1.31,45.34,175.35
1695.07,2035.67,1.29,15.59,85.25
1769.21,2043.93,1.32,19.04,83.78
1842.5,2054.09,1.32,53.14,81.8
1914.81,2064.51,1.18,126.21,81.8
1988.81,2073.11,1.35,200.8,86.11
2059.25,2085.49,1.18,3.55,59.71
2067.26,2025.83,1.2,43.64,181.68
2059.33,1957.65,1.31,2.9,272.93
1985.31,1959.58,1.23,76.88,268.95
1911.35,1956.66,1.32,38.04,266.84
1837.99,1951.52,1.33,111.56,265.77
1774.92,1936.07,1.16,107.12,262.25
1703.61,1914.79,1.26,32.08,245.24
1673.52,1863.37,1.15,111.52,173.95
1681.33,1789.71,1.2,37.45,173.95
1689.1,1716.5,1.23,73.24,173.95
1696.71,1643.45,1.32,4.06,249.89
1707.48,1578.19,1.3,32.52,174.06
1720.63,1505.61,1.27,24.8,173.66
1729.0,1431.52,1.34,31.42,173.66
1736.91,1357.33,1.26,3.8,140.46
1732.16,1293.7,1.3,74.93,174.99
1738.84,1218.97,1.12,3.7,174.99
1745.46,1146.83,1.18,87.75,174.61
1752.36,1073.73,1.3,14.33,174.5
1735.99,1043.57,1.1,1.15,129.39
1780.91,1037.24,1.28,155.77,84.09
1854.1,1044.82,1.15,82.19,84.09
1927.85,1052.46,1.25,8.04,84.09
1986.91,1041.34,1.35,0.15,174.04
2059.58,1046.31,1.25,67.68,83.75
2015.15,1042.73,1.31,23.14,263.75
1949.21,1045.48,1.3,5.41,264.15
1882.28,1049.02,1.17,53.73,264.09
1808.7,1041.41,1.23,127.7,264.09
1745.97,1025.51,1.28,3.31,264.03
1747.37,1055.16,0.06,0.03,84.44
1751.39,1104.39,1.24,44.94,354.61
1744.42,1178.26,1.19,119.14,354.61
1737.75,1251.83,1.23,32.74,354.99
1731.28,1325.67,1.25,106.87,355.01
1735.65,1387.22,1.13,25.4,353.9
1727.63,1461.25,1.13,61.12,353.66
1716.5,1535.1,1.16,7.9,343.66
1706.1,1607.59,1.33,2.43,354.69
1695.7,1672.48,1.32,28.78,353.92
1687.83,1746.68,1.28,103.37,353.95
1680.02,1820.25,1.22,67.95,353.95
1669.87,1882.33,0.0,5.51,83.92
1701.86,1912.57,1.13,29.55,65.24
1771.07,1934.26,1.18,103.04,82.25
1832.13,1950.44,1.26,117.49,85.77
1905.79,1955.71,1.26,43.64,86.84
1979.55,1958.83,1.29,82.64,88.95
2053.17,1957.35,1.17,9.02,93.24
2067.72,2019.78,1.31,49.67,1.68
