x,y,speed,pos,angle
1704.74,1608.76,1.36,21.85,104.25
1727.59,1597.46,1.47,17.0,284.83
1743.59,1631.88,1.45,142.71,83.72
1824.64,1640.81,1.44,61.17,83.72
1895.69,1630.97,1.26,11.25,158.18
1963.8,1622.25,1.51,43.08,83.28
2045.42,1631.87,1.41,125.27,83.28
2103.13,1659.49,1.49,18.18,353.06
2103.5,1651.1,1.39,9.81,173.06
2113.54,1586.27,1.44,2.03,173.19
2122.08,1505.34,1.35,86.47,173.16
2132.01,1424.78,1.35,5.41,148.9
2195.01,1418.98,1.44,25.86,83.83
2271.68,1422.12,1.26,41.31,83.84
2202.4,1421.07,1.46,18.29,263.83
2127.11,1413.24,1.36,3.42,233.78
2046.1,1407.27,1.35,79.87,265.27
1965.03,1398.93,1.25,161.37,246.15
1925.4,1371.23,1.27,12.0,195.46
1852.61,1348.52,1.28,53.27,263.47
1771.63,1339.95,1.48,134.71,264.18
1695.54,1330.55,1.31,92.89,263.65
1614.37,1321.31,1.28,11.19,263.5
1533.38,1313.4,1.42,142.37,264.76
1452.08,1305.95,1.24,60.72,264.76
1390.63,1281.82,1.47,0.21,173.55
1399.27,1202.12,1.5,2.13,173.6
1406.51,1122.76,1.5,100.09,173.81
1415.58,1041.27,1.31,18.01,172.39
1395.55,1005.62,1.45,1.55,175.79
1334.07,982.91,1.42,62.15,264.64
1254.64,975.46,1.39,141.92,264.64
1174.91,967.21,1.42,36.62,264.46
1094.17,959.38,1.37,117.75,264.46
1013.87,950.91,1.38,13.36,261.99
933.07,939.54,1.39,94.96,261.99
888.23,910.76,0.0,0.08,174.98
887.61,890.87,1.5,8.07,85.28
902.6,935.25,1.4,125.73,81.99
982.52,946.5,1.37,45.03,81.99
1063.45,955.76,1.32,148.67,84.46
1143.94,963.56,1.35,67.8,84.46
1224.69,971.37,1.36,172.13,84.64
1305.55,978.95,1.43,90.91,84.64
1384.65,986.37,1.5,11.47,84.64
1418.76,944.25,1.3,2.8,21.28
1419.24,957.97,0.0,0.01,82.45
1440.48,991.37,1.47,3.27,353.98
1514.02,1005.7,1.29,72.78,83.72
1595.27,1014.64,1.42,154.52,83.72
1676.28,1023.56,1.26,236.01,83.72
1736.46,1044.83,0.0,0.03,354.08
1742.17,1099.83,1.35,105.49,354.61
1734.62,1179.95,1.38,25.02,354.61
1706.99,1204.29,1.3,50.33,84.37
1726.91,1265.46,1.47,64.98,354.99
1715.5,1344.04,1.38,0.59,317.45
1698.15,1421.73,1.38,35.72,354.4
1690.38,1502.31,1.35,16.58,354.4
1682.32,1577.0,1.44,23.28,357.46
1629.21,1614.48,1.27,3.82,283.98
1550.99,1637.44,1.32,55.38,287.42
1485.36,1645.91,1.3,7.09,294.28
1547.64,1637.82,1.29,58.68,107.42
1625.66,1614.72,1.47,0.33,104.99
1681.61,1578.64,1.41,21.61,177.46
1689.69,1502.77,1.32,16.05,174.4
1697.61,1427.23,1.5,30.2,174.4
1711.79,1348.29,1.26,51.5,137.45
1726.37,1271.7,1.44,58.72,174.99
1733.53,1191.43,1.21,13.48,174.61
1741.25,1109.66,1.41,95.62,174.61
1735.59,1053.18,1.26,1.22,174.08
1730.46,1018.54,1.24,3.19,173.33
1709.42,1028.5,1.29,269.5,263.72
1628.65,1019.61,1.4,188.24,263.72
1554.79,1011.47,1.07,113.93,263.72
1488.04,1004.13,1.3,46.78,263.72
1424.82,990.07,1.01,1.51,262.41
1348.42,983.62,1.21,47.79,264.64
1266.21,975.91,1.36,130.36,264.64
1185.79,967.62,1.45,25.75,264.46
1104.18,959.71,1.27,107.75,264.46
1022.73,952.15,1.49,4.42,261.99
941.31,940.7,1.42,86.64,261.99
872.92,948.63,1.41,4.26,251.09
855.89,970.8,0.0,23.43,263.09
799.31,964.62,1.31,3.59,263.86
833.59,1000.4,1.44,204.96,353.77
824.8,1080.92,1.35,123.96,353.77
816.03,1161.36,1.44,43.04,353.77
807.73,1242.1,1.21,14.79,353.46
798.38,1323.63,1.22,31.12,353.46
831.79,1370.95,1.43,10.32,82.96
911.92,1384.67,1.48,91.53,77.58
989.25,1409.5,1.46,172.63,71.2
1062.9,1440.87,1.38,53.88,65.51
