x,y,speed,pos,angle
1704.13,2195.26,0.0,45.14,266.6
1658.73,2157.0,1.49,117.33,175.35
1665.33,2075.91,1.48,35.97,175.35
1710.83,2036.99,0.82,0.03,82.23
1791.68,2046.77,1.45,1.81,81.84
1871.09,2058.21,1.26,82.03,81.8
1952.37,2069.92,1.4,164.15,81.8
2034.57,2076.23,1.47,246.67,86.11
2067.92,2048.19,1.47,21.27,181.68
2065.44,1968.61,1.37,0.84,181.68
2069.01,1888.13,1.22,57.46,173.93
2077.62,1807.2,1.38,138.76,173.93
2086.49,1725.96,1.21,34.31,173.59
2095.73,1646.1,1.23,26.52,173.06
2023.52,1629.93,1.48,103.29,263.28
1943.73,1620.53,1.24,22.94,263.28
1909.78,1573.71,1.33,37.52,171.64
1918.2,1502.16,1.46,13.04,173.49
1927.34,1422.14,1.34,93.7,173.49
1903.58,1355.55,1.27,1.59,250.2
1823.44,1345.23,1.2,82.64,264.18
1743.27,1339.09,1.21,163.23,271.43
1734.8,1270.79,1.35,51.89,174.99
1741.92,1191.18,1.4,132.24,174.61
1749.46,1111.17,1.22,51.87,174.61
1750.84,1058.71,1.22,2.63,264.44
1768.25,1026.64,1.33,4.43,83.21
1840.71,1025.97,1.38,99.11,84.05
1920.92,1034.33,1.25,18.47,84.05
1909.51,1038.75,1.43,1.26,84.48
1886.44,1032.02,1.49,53.0,264.05
1805.57,1023.6,1.42,9.85,264.05
1738.92,1028.81,0.55,0.03,354.29
1745.55,1071.04,1.24,134.46,354.51
1737.9,1151.92,1.23,53.22,354.61
1730.49,1231.94,1.48,98.69,354.99
1723.5,1311.82,1.23,18.5,355.0
1702.45,1384.34,1.23,13.42,354.93
1695.4,1457.76,1.3,61.26,354.4
1689.01,1531.69,1.32,7.68,357.82
1681.94,1599.95,1.39,0.34,357.46
1637.83,1657.2,1.43,14.29,289.92
1561.68,1685.31,1.37,3.41,288.85
1486.53,1712.9,1.31,3.04,282.66
1422.6,1701.94,1.26,13.8,290.08
1345.91,1729.48,1.27,0.36,289.53
1342.71,1795.06,1.21,109.75,338.5
1312.73,1871.14,1.44,27.97,338.5
1283.3,1945.87,1.48,39.13,338.5
1254.07,2020.07,1.27,98.88,338.5
1224.0,2096.41,1.31,16.84,338.5
1186.69,2162.68,1.43,88.77,255.26
1108.05,2141.77,1.4,7.38,255.11
1059.14,2181.28,1.46,132.02,315.0
1002.87,2237.55,1.42,52.45,315.0
937.53,2271.12,1.3,163.79,255.05
858.53,2250.02,1.25,82.03,255.05
781.28,2229.39,1.37,2.07,255.05
791.59,2230.82,1.39,12.4,75.05
869.62,2251.66,1.31,93.16,75.05
947.64,2272.5,1.21,173.92,75.05
1008.54,2230.07,1.3,61.75,135.0
1065.12,2173.49,1.23,141.76,135.0
1117.22,2142.88,1.44,16.53,75.11
1196.11,2162.28,1.34,6.42,93.39
1226.09,2087.62,1.41,25.79,158.5
1255.81,2012.17,1.42,106.87,158.5
1284.97,1938.14,1.26,46.93,158.5
1314.39,1863.45,1.39,35.74,158.5
1343.55,1789.42,1.28,115.31,158.5
1351.35,1727.25,1.43,4.78,109.53
1426.43,1699.86,1.44,9.48,110.08
1491.11,1710.44,1.42,0.81,111.39
1526.09,1662.71,1.4,2.88,200.49
1546.84,1622.13,1.34,2.15,333.35
1501.89,1598.23,1.43,1.18,200.52
1445.58,1591.61,1.35,49.69,300.35
1378.79,1612.12,1.37,29.57,225.19
1343.63,1589.45,1.26,11.34,49.71
1396.49,1648.04,1.21,20.24,46.42
1436.1,1696.43,1.38,0.8,264.01
1358.93,1724.53,1.41,81.35,290.08
1295.16,1701.45,1.48,51.32,236.1
1226.38,1660.48,1.21,60.3,243.68
1154.47,1624.9,1.36,140.59,243.68
1091.34,1622.0,1.41,10.92,334.0
1114.82,1605.29,1.24,184.86,63.68
1186.37,1640.69,1.21,104.97,63.68
1260.2,1678.53,1.22,21.94,61.71
1325.26,1725.85,1.33,12.49,50.95
1395.45,1711.18,1.47,42.46,110.08
1427.33,1678.28,1.49,63.44,226.42
1374.25,1620.24,1.45,6.83,225.18
1350.89,1560.33,1.44,20.84,172.39
1361.14,1479.63,1.29,23.67,173.42
1370.46,1398.37,1.33,105.48,173.71
1377.91,1317.56,1.43,186.66,174.93
1383.59,1264.29,1.23,11.41,173.55
1392.92,1184.94,1.27,0.08,173.59
1399.47,1104.52,1.5,66.22,173.81
1408.75,1024.52,1.24,146.66,172.55
1400.76,962.88,1.49,0.09,173.01
1422.63,942.84,1.38,1.37,82.4
1430.63,945.2,0.0,0.0,262.4
1398.89,990.53,1.32,0.47,351.12
1411.02,1019.47,0.0,0.0,82.55
1410.87,1088.53,1.48,65.56,353.81
1403.0,1168.61,1.42,146.21,359.71
1395.0,1248.82,1.22,11.88,353.55
1386.51,1329.26,1.46,17.83,354.92
1378.84,1409.96,1.26,98.87,353.41
1369.61,1489.88,1.46,179.3,353.41
1359.16,1570.89,1.29,56.56,352.39
1400.61,1631.95,1.49,7.92,47.83
1458.92,1687.67,1.33,88.55,46.16
1526.74,1695.8,1.26,39.33,111.39
1603.74,1668.28,1.46,37.21,110.16
1675.42,1633.64,1.21,0.95,109.33
1747.61,1632.33,1.24,138.66,83.72
1827.89,1641.16,1.39,57.9,83.72
1897.08,1627.51,1.5,14.98,158.18
1964.89,1622.38,1.27,44.18,83.28
2045.61,1631.89,1.34,125.46,83.28
2103.31,1658.0,1.21,16.68,353.06
2119.87,1677.55,1.37,15.25,263.18
2080.3,1635.98,1.43,160.39,263.28
1998.33,1626.32,1.45,77.85,263.28
1916.98,1616.74,1.32,1.51,263.3
1892.59,1563.2,1.28,159.8,264.79
1812.04,1555.85,1.27,78.91,264.79
1732.33,1547.8,1.28,3.98,248.4
1723.12,1483.17,1.32,2.3,173.66
1732.37,1401.16,1.31,0.88,173.9
1727.39,1333.79,1.4,5.48,264.98
1646.67,1325.63,1.47,43.77,263.5
1566.84,1317.17,1.23,5.09,264.59
1485.94,1309.7,1.48,94.79,264.76
1533.08,1312.73,1.46,142.0,84.76
1613.61,1320.58,1.21,10.34,83.5
1694.16,1329.75,1.25,91.42,83.65
1724.57,1277.53,1.29,52.76,174.99
1731.69,1197.39,1.37,7.38,174.61
1739.35,1116.16,1.43,88.96,174.61
1734.19,1054.27,0.05,14.88,174.08
1739.46,992.86,1.23,6.58,174.56
1756.18,918.12,1.47,60.97,174.21
1767.79,837.94,1.44,34.18,173.49
1774.63,758.65,1.45,10.98,180.5
1770.32,827.08,1.44,45.26,353.49
1758.56,906.99,1.38,72.28,354.57
1745.21,985.44,1.27,7.49,306.6
1738.32,1034.57,1.46,7.33,354.06
1753.32,1083.86,1.25,24.32,354.61
1745.84,1163.18,1.47,103.99,354.61
1738.41,1244.33,1.48,25.21,354.99
1731.3,1325.43,1.44,106.62,355.01
1734.8,1395.17,1.27,33.33,353.9
1725.98,1476.12,1.48,76.09,353.66
1711.84,1555.14,1.3,8.91,352.95
1702.71,1633.69,1.38,13.67,349.26
1692.25,1704.99,1.36,61.46,353.95
1683.64,1786.12,1.35,33.63,353.95
1675.0,1867.58,1.4,115.55,353.95
1704.76,1913.91,1.44,32.76,65.24
1780.77,1935.58,1.32,112.88,82.25
1822.94,1896.71,1.45,46.68,173.34
1833.02,1816.28,1.27,174.91,163.98
1860.14,1740.0,1.32,93.83,158.9
1889.81,1664.89,1.28,12.96,158.93
1915.94,1588.97,1.38,16.54,171.64
1861.68,1561.02,1.31,128.82,264.79
1781.48,1553.71,1.26,48.29,264.79
1715.58,1531.47,1.31,4.68,163.33
1688.98,1503.51,1.44,15.25,174.4
1696.78,1422.55,1.22,34.78,174.4
1713.63,1344.39,1.39,55.54,137.45
1638.58,1333.08,1.32,75.15,263.49
1558.69,1324.39,1.34,2.34,264.63
1476.99,1317.24,1.3,69.69,264.76
1396.58,1309.87,1.47,150.44,264.76
1394.75,1245.38,1.47,8.49,173.55
1402.38,1163.97,1.3,141.56,179.71
1410.78,1083.43,1.4,60.49,173.81
1417.22,1021.73,0.0,0.03,262.55
1393.66,1018.71,0.03,19.16,174.08
1347.83,984.2,1.23,48.32,264.64
1267.76,976.69,1.28,128.75,264.64
1186.84,968.36,1.47,24.64,264.46
1105.48,960.47,1.32,106.38,264.46
1024.29,952.37,1.46,2.84,261.99
943.41,940.99,1.26,84.51,261.99
864.71,930.39,0.0,1.08,323.49
829.28,937.87,1.49,22.36,266.3
858.32,927.32,0.0,0.03,75.25
883.42,931.91,1.31,0.3,81.99
963.75,943.21,1.37,64.07,81.99
1045.4,954.01,1.23,166.81,84.46
1126.7,961.89,1.29,85.12,84.46
1207.51,969.72,1.29,3.93,84.46
1287.69,977.28,1.39,108.85,84.64
1367.7,984.78,1.47,28.49,84.64
1395.63,1012.1,1.47,6.72,354.08
1411.02,1019.47,0.0,0.01,82.55
1412.09,1077.22,1.31,54.17,353.81
1403.36,1157.72,1.34,135.22,353.81
1396.11,1239.02,1.36,2.02,353.55
1409.11,1301.37,1.36,17.52,84.76
1488.51,1308.65,1.24,97.25,84.76
1569.41,1316.12,1.32,7.55,84.59
1650.84,1324.82,1.35,47.82,83.5
1731.22,1334.35,1.23,3.33,1.44
1807.3,1342.3,1.47,98.99,84.18
1888.51,1351.34,1.46,17.29,83.47
1930.39,1406.7,1.27,109.4,353.49
1921.13,1487.81,1.45,27.64,353.49
1913.81,1555.04,1.47,1.49,353.53
1840.0,1559.05,1.27,107.04,264.79
1760.24,1551.78,1.38,26.96,264.79
1709.73,1523.87,0.31,0.0,264.29
1657.29,1536.11,1.5,53.21,265.73
1575.93,1531.25,1.34,28.65,262.57
1495.37,1522.15,1.33,32.97,263.34
1414.62,1512.99,1.36,33.25,263.69
1338.87,1509.63,1.44,16.75,267.22
1258.09,1502.73,1.48,11.16,266.19
1194.33,1507.95,1.37,201.41,244.49
1121.88,1470.96,1.35,120.07,243.85
1049.58,1436.21,1.25,39.83,245.51
976.08,1406.37,1.49,159.18,251.2
898.69,1383.07,1.27,78.29,257.58
818.13,1370.91,1.41,1.89,262.9
787.04,1420.37,1.3,59.41,353.3
793.81,1352.28,1.39,2.13,173.46
803.04,1271.73,1.44,83.21,173.46
833.24,1241.8,1.37,5.56,71.17
914.78,1250.72,1.36,79.17,83.73
995.11,1259.55,1.33,159.98,83.73
1076.34,1268.47,1.36,44.34,83.73
1157.62,1277.4,1.26,126.11,83.73
1234.82,1282.66,1.24,45.63,83.72
1292.67,1264.18,1.28,13.72,174.64
1360.22,1237.37,1.26,25.63,99.0
1392.13,1179.37,1.41,1.55,174.89
1400.11,1098.65,1.35,72.12,173.81
1406.78,1020.67,1.47,5.12,271.07
1411.93,987.7,0.0,0.13,82.41
1440.13,994.8,1.31,0.84,354.4
1517.65,1006.1,1.43,76.43,83.72
1597.03,1014.84,1.31,156.29,83.72
1678.67,1023.83,1.25,238.43,83.72
1748.74,1024.5,1.19,0.9,84.23
1816.47,1023.45,1.23,4.03,84.05
1863.76,1029.66,1.28,75.8,264.05
1783.13,1021.27,1.43,32.41,264.05
1736.97,1046.17,1.37,8.35,354.08
1741.24,1116.57,1.26,88.74,354.61
1733.67,1196.79,1.4,8.16,354.61
1726.5,1277.56,1.41,52.9,354.99
1708.4,1352.93,1.27,45.89,317.45
1697.2,1431.43,1.29,25.98,354.4
1689.96,1513.11,1.36,5.82,354.4
1631.76,1534.2,1.48,27.64,265.73
1551.22,1528.22,1.35,3.75,265.5
1470.59,1519.25,1.49,8.01,263.34
1389.98,1510.27,1.21,8.47,263.69
1433.37,1536.89,1.39,55.29,68.27
1497.68,1577.98,1.33,0.91,63.09
1575.54,1554.22,1.27,80.96,103.73
1600.93,1579.77,1.22,10.51,283.02
1611.75,1574.69,1.4,2.29,156.09
1564.39,1558.26,1.21,69.17,283.73
1490.7,1571.57,1.23,0.07,291.14
1418.21,1607.64,1.29,81.51,300.35
1358.04,1604.13,1.41,29.68,225.18
1290.31,1560.52,1.48,35.13,242.25
1217.4,1524.23,1.23,0.96,244.47
1145.46,1489.07,1.27,75.91,242.36
1073.34,1452.83,1.34,156.64,243.84
999.93,1419.93,1.33,2.29,250.86
922.51,1393.55,1.46,84.15,257.59
843.28,1378.82,1.49,164.86,262.96
789.47,1399.68,1.34,80.24,353.3
779.98,1479.97,1.35,4.36,352.31
773.15,1560.28,1.28,176.11,355.33
766.56,1640.97,1.38,95.15,355.33
760.01,1721.17,1.49,14.69,355.33
761.05,1692.67,1.31,43.17,175.33
767.61,1612.35,1.45,123.76,175.33
774.05,1533.53,1.32,202.85,175.33
781.93,1452.81,1.36,26.59,173.3
791.53,1372.04,1.4,1.72,173.22
800.84,1290.91,1.36,63.91,173.46
811.41,1209.62,1.32,1.23,173.74
818.81,1129.97,1.41,74.55,173.77
827.67,1048.78,1.42,156.22,173.77
837.68,968.57,1.43,2.4,128.74
847.08,914.62,1.46,5.68,163.2
881.38,874.38,1.42,188.1,162.13
906.23,797.35,1.23,107.16,162.12
931.08,720.35,1.47,26.26,162.12
993.08,698.73,1.45,144.13,83.78
1072.3,707.57,1.21,64.56,83.59
1153.39,716.51,1.4,89.59,84.38
1233.8,724.42,1.21,8.78,84.38
1315.6,732.82,1.34,75.29,83.88
1395.91,741.58,1.24,3.91,83.74
1447.14,730.68,0.08,8.95,83.9
1487.58,748.55,1.2,130.08,83.66
1568.2,757.5,1.48,48.96,83.66
1649.87,766.57,1.27,27.77,83.67
1731.41,775.62,1.46,6.27,83.66
1812.57,783.29,1.21,170.03,85.09
1892.92,790.2,1.3,89.39,85.09
1973.19,797.1,1.35,8.82,85.09
2046.49,796.45,1.26,48.07,83.64
2127.21,805.46,1.37,74.73,83.63
2161.37,810.92,1.42,3.42,263.88
2079.72,801.45,1.4,27.09,263.63
1998.89,792.43,1.23,0.33,263.64
1976.38,854.92,1.21,38.92,353.77
1933.9,896.79,1.48,34.53,264.15
1853.64,888.36,1.24,50.05,263.99
1774.97,877.39,1.41,4.97,214.71
1754.48,941.23,1.41,37.8,354.21
1739.61,1009.56,1.42,3.83,359.95
1745.48,1065.01,1.33,140.46,354.51
1737.82,1146.04,1.43,59.07,354.61
1730.28,1227.01,1.27,103.58,354.99
1723.17,1308.15,1.42,22.13,355.0
1701.96,1382.65,1.45,15.02,354.93
1694.1,1464.37,1.27,54.58,354.4
1683.79,1541.04,1.39,0.31,358.03
1680.72,1620.88,1.37,15.23,357.44
1623.6,1667.5,1.38,1.57,309.03
1638.81,1655.48,1.48,15.8,109.92
1677.09,1604.25,1.36,1.3,278.83
1618.02,1584.55,1.46,8.56,196.52
1568.41,1556.62,1.28,73.46,283.73
1494.84,1573.78,1.46,2.86,196.44
1429.0,1535.83,1.22,59.74,248.27
1367.09,1500.58,1.35,190.21,173.41
1376.4,1419.9,1.49,109.02,173.41
1384.29,1339.73,1.44,28.45,174.92
1390.63,1276.09,1.34,39.47,173.55
1399.85,1194.57,1.36,8.72,173.55
1406.89,1113.3,1.45,90.63,173.81
1415.98,1033.4,1.34,10.14,172.39
1407.6,1021.16,1.47,3.33,271.61
1369.02,986.19,1.49,27.04,264.64
1289.15,978.7,1.42,107.27,264.64
1209.02,970.51,1.35,2.35,264.46
1128.74,962.73,1.44,83.01,264.46
1049.43,955.68,1.43,162.63,264.46
968.33,945.15,1.41,59.27,261.99
887.14,933.72,1.5,141.25,261.99
863.26,981.87,1.47,7.91,353.51
854.11,1062.43,1.33,88.98,353.51
844.94,1143.07,1.23,170.13,353.51
835.73,1224.07,1.33,11.89,353.5
826.91,1301.55,1.29,36.6,353.52
831.59,1370.93,1.25,10.12,82.96
913.06,1384.92,1.4,92.7,77.58
991.19,1410.16,1.47,174.68,71.2
1064.96,1441.82,1.26,56.15,65.51
1137.41,1477.63,1.48,136.94,62.35
1210.94,1514.46,1.41,219.2,64.49
1275.07,1502.57,1.22,53.31,86.2
1354.92,1511.5,1.31,0.56,84.56
1418.95,1531.83,1.29,70.55,68.27
1491.05,1564.21,1.3,0.42,18.27
1557.71,1558.75,1.5,62.6,107.68
1638.55,1544.97,1.24,2.01,89.81
1715.58,1552.39,1.22,4.1,85.62
1750.22,1590.45,1.25,7.49,101.78
1722.45,1604.26,1.49,3.57,104.25
1712.36,1601.49,1.23,1.25,284.83
1666.94,1605.59,1.25,37.51,283.25
1628.4,1630.07,1.4,4.97,144.57
1681.3,1614.2,1.29,4.8,357.44
1686.23,1676.73,1.27,70.08,353.87
1677.74,1756.85,1.39,124.46,353.95
1669.13,1838.0,1.46,42.86,353.95
1664.82,1881.62,0.0,0.01,83.81
1721.63,1921.69,1.25,51.42,65.24
1800.14,1938.22,1.26,132.52,82.24
1870.6,1952.64,1.29,78.96,85.84
1951.65,1957.24,1.32,7.53,88.09
2032.98,1957.85,1.42,29.19,93.24
2067.96,2006.21,1.31,63.23,1.68
2079.52,2073.16,1.38,3.96,10.64
2107.55,2140.99,1.38,15.54,85.26
2093.09,2127.09,1.46,40.91,199.53
2068.3,2061.17,1.31,8.29,181.68
2065.91,1980.13,1.28,89.36,181.68
2012.09,1960.07,1.14,50.12,268.95
1939.25,1958.2,1.12,10.1,266.84
1866.67,1953.63,1.14,82.81,265.84
1801.11,1939.0,1.25,133.59,262.24
1721.92,1922.53,1.46,52.04,245.24
1668.92,1882.72,1.2,4.62,101.3
1680.36,1804.95,1.4,52.7,173.95
1688.86,1724.75,1.38,81.46,173.95
1697.62,1643.55,1.4,5.91,173.94
1708.66,1573.08,1.41,27.27,174.06
1722.57,1493.94,1.37,13.03,173.66
1731.69,1413.17,1.3,12.89,173.66
1730.03,1340.21,1.36,2.72,155.72
1735.79,1259.54,1.43,40.59,174.99
1743.1,1178.65,1.38,119.66,174.61
1750.63,1098.85,1.32,39.5,174.61
1735.01,1056.59,1.47,12.22,268.42
1775.02,1035.2,1.48,1.28,82.75
1853.34,1044.74,1.45,82.95,84.09
1782.04,1038.65,1.34,154.5,264.09
1736.69,1048.84,1.34,5.66,354.08
1752.9,1088.4,1.47,28.89,354.61
1745.31,1168.79,1.4,109.62,354.61
1737.91,1250.01,1.25,30.91,354.99
1730.92,1329.69,1.26,110.9,355.01
1734.24,1401.76,1.27,1.27,353.9
1725.15,1482.29,1.29,1.2,353.66
1711.08,1562.17,1.22,16.07,354.06
1701.12,1642.04,1.21,22.17,349.26
1691.41,1712.93,1.41,69.44,353.95
