14,10,13,14,15,12,10,11,17,14,12,8,14,6,15
14,13,11,11,17,14,11,6,14,11,14,10,12,8,16
15,10,12,10,15,13,11,7,15,10,11,8,11,7,18
15,12,14,10,14,13,10,8,15,11,12,9,12,8,15
14,9,12,13,15,10,12,9,15,11,13,12,11,6,17
13,6,13,14,16,12,11,7,13,8,9,9,11,8,16
14,10,14,12,15,13,13,5,14,10,12,10,11,9,17
17,8,11,11,15,13,12,9,13,10,11,11,10,6,19
14,10,13,11,15,12,12,8,13,10,11,13,13,7,19
15,10,13,10,15,13,12,8,13,9,11,12,11,8,19
15,9,14,11,14,13,12,9,16,10,12,12,11,8,18
16,9,12,11,14,12,12,9,15,10,12,12,13,8,18
12,10,13,13,18,10,11,9,14,10,12,10,11,6,19
14,12,13,13,15,12,14,9,16,8,9,12,11,7,18
13,8,11,10,14,13,11,9,15,12,14,11,12,7,18
14,9,11,8,13,11,13,9,16,12,12,9,11,6,20
15,10,12,11,13,12,13,10,13,10,13,8,12,8,17
14,10,13,10,13,12,14,10,15,9,11,13,11,8,18
16,10,12,10,15,13,10,8,12,9,11,12,10,7,20
14,11,13,9,14,14,12,8,15,11,10,13,11,7,16
14,11,14,11,14,11,11,9,14,11,12,12,10,7,17
15,10,12,10,15,12,11,11,14,12,10,13,11,6,17
15,9,15,9,14,12,11,8,16,12,11,11,12,7,18
14,10,12,11,15,12,13,9,15,9,11,11,9,6,16
16,11,11,11,13,13,14,9,12,10,12,12,10,7,17
15,11,13,11,14,12,10,9,15,9,10,16,12,8,19
14,11,12,11,14,12,13,7,14,9,11,13,11,8,18
13,10,11,12,15,12,14,9,17,11,14,11,9,7,18
12,11,12,12,15,12,12,10,16,12,13,10,11,7,18
15,11,14,10,14,11,14,11,15,10,11,10,10,6,18
16,12,12,12,15,11,12,8,16,11,11,11,11,7,17
15,11,11,10,14,15,12,7,15,11,11,15,10,8,18
16,12,13,13,15,11,13,8,14,11,11,10,13,7,19
15,9,12,9,15,14,11,8,15,10,12,11,9,8,19
16,9,12,9,14,12,10,9,15,11,10,14,11,4,18
13,10,14,9,16,13,11,9,13,10,11,10,12,6,17
13,10,12,12,14,12,11,9,17,11,12,10,12,4,19
14,13,13,13,16,10,11,7,16,10,11,12,10,7,18
15,9,13,11,16,13,13,9,17,11,11,11,10,7,16
15,9,12,12,14,12,13,7,16,8,9,14,10,8,18
15,10,10,11,13,13,12,8,15,11,12,11,11,8,19
14,10,13,10,14,13,10,8,16,10,10,13,9,7,16
15,11,13,11,13,10,13,10,15,10,10,11,10,7,17
13,9,13,11,12,15,11,9,13,9,12,11,11,7,20
14,10,12,12,13,11,11,8,15,11,11,8,10,4,17
16,10,12,11,16,12,11,8,15,12,10,9,10,6,17
15,9,11,11,15,13,12,7,13,10,9,11,9,7,18
16,7,13,11,15,13,14,9,15,10,9,11,10,8,18
14,10,12,9,13,12,11,8,13,8,11,11,12,5,19
13,11,13,10,12,13,11,10,15,10,10,10,11,6,19
14,11,12,12,16,12,10,9,14,11,10,11,13,8,17
15,10,13,12,14,12,10,8,16,10,11,10,11,4,18
15,10,12,10,13,12,11,9,14,10,13,10,11,6,18
14,10,13,13,13,11,12,8,16,11,11,10,13,8,19
