14,18,11,11,11,17,10,10,10,12,12,16,12,6,9,15,8,14,12,11
16,16,12,14,12,16,9,11,10,11,13,11,11,6,9,10,8,17,13,13
17,15,10,13,9,14,11,11,12,11,9,14,13,4,11,13,5,16,15,9
19,16,7,14,10,12,10,9,14,9,12,13,13,5,9,11,4,16,15,8
17,18,6,17,8,15,12,7,13,9,12,12,13,5,7,13,5,15,16,10
15,16,5,16,11,12,13,7,12,13,13,12,15,3,5,12,6,17,15,9
17,15,3,17,13,11,13,8,10,12,13,12,13,4,4,12,5,18,20,8
19,14,5,19,9,19,11,8,11,14,14,11,15,5,5,12,4,18,18,8
18,13,5,19,11,17,13,9,14,12,12,11,14,2,5,13,5,18,18,8
19,14,5,18,7,17,13,7,12,10,11,15,14,3,7,12,4,20,17,7
16,12,5,19,7,18,14,7,11,11,14,19,11,2,6,14,4,21,16,8
17,12,6,19,6,15,13,7,13,11,12,18,12,2,6,14,3,20,17,7
18,10,5,19,6,16,12,8,13,11,13,18,11,1,6,13,5,19,16,7
17,11,7,17,8,15,14,6,13,9,12,18,11,2,6,12,2,21,16,7
18,11,3,18,8,16,12,5,12,11,11,17,11,3,6,13,3,20,15,8
18,7,6,18,8,17,14,6,11,13,10,16,11,1,6,12,3,20,17,8
18,8,6,20,8,16,12,5,11,14,10,16,12,4,4,13,4,18,17,8
16,7,3,22,6,16,13,6,11,9,13,17,11,2,8,16,2,19,18,7
16,9,3,19,7,17,13,5,9,10,10,14,10,1,7,14,1,18,17,7
18,5,4,19,6,16,13,5,8,12,11,16,11,1,5,15,2,18,17,10
17,9,2,19,8,17,12,6,7,10,12,17,10,2,5,16,2,18,18,7
17,6,2,21,4,17,13,6,8,11,12,17,11,2,3,18,2,19,19,7
18,5,3,22,4,18,14,5,10,9,11,17,12,1,3,16,1,18,19,6
17,8,3,20,5,12,7,5,4,11,14,17,8,1,4,16,2,17,16,4
16,8,3,21,3,15,8,6,5,11,12,17,9,2,3,16,2,16,17,4
19,8,3,20,5,13,7,6,7,11,12,15,11,0,2,19,3,17,17,5
19,8,2,19,4,8,7,8,7,12,11,15,10,2,2,19,3,18,19,5
18,7,3,21,4,13,5,4,6,14,12,16,13,2,3,18,3,15,17,6
19,7,3,19,4,11,9,8,6,12,10,17,13,2,2,17,3,17,17,5
20,5,4,19,5,10,7,6,6,15,14,17,13,4,3,17,3,17,18,4
19,8,2,19,6,10,9,7,6,15,12,14,10,2,1,21,0,17,16,4
20,4,1,19,4,11,7,8,6,15,12,14,9,2,3,20,2,15,15,5
22,5,2,21,2,10,8,7,7,16,13,11,7,2,1,21,3,19,16,3
20,2,5,20,4,12,6,8,10,13,11,13,8,2,2,22,0,19,18,3
19,2,5,20,4,13,6,6,8,14,13,12,8,2,2,22,1,18,18,3
21,4,2,18,5,12,5,9,11,14,12,13,8,3,1,21,2,21,18,3
21,6,3,21,5,12,6,11,12,13,11,11,8,2,1,22,2,21,18,2
19,7,1,20,8,14,7,9,12,17,10,11,6,3,1,21,4,21,17,5
19,4,1,19,5,13,4,8,12,17,14,11,8,3,2,21,2,20,16,3
17,4,2,20,9,10,6,11,12,18,13,13,8,3,3,21,1,21,15,2
16,5,4,23,11,13,6,9,13,17,12,11,9,1,3,23,2,20,16,3
17,3,1,20,10,8,5,7,13,19,9,13,3,2,1,22,2,21,20,2
17,3,1,22,8,14,6,8,12,17,16,13,4,3,2,21,2,22,20,3
18,1,3,22,6,12,7,9,13,17,14,12,5,2,1,21,0,21,21,3
18,1,3,22,6,13,8,11,11,18,14,13,3,1,2,21,1,23,18,2
17,3,3,22,8,11,7,6,13,16,14,13,5,2,1,20,2,21,17,2
17,1,2,24,8,12,10,9,13,18,14,13,6,2,1,21,2,23,19,3
17,2,3,24,5,11,8,10,11,19,12,13,6,1,1,20,2,22,19,3
16,1,3,22,7,11,8,14,15,17,10,13,5,3,2,20,0,23,17,4
