x,y,speed,pos,angle
1734.18,1593.47,1.38,1.05,359.83
1695.86,1641.35,1.43,1.61,83.28
1634.99,1664.36,1.29,49.14,289.91
1561.68,1690.58,1.23,9.97,288.27
1490.15,1719.31,1.20,4.13,315.95
1428.87,1699.65,1.43,7.11,290.08
1355.00,1726.64,1.30,1.14,289.53
1293.09,1700.83,1.32,53.39,236.10
1224.75,1660.39,1.28,61.80,243.68
1155.42,1626.09,1.29,139.21,243.68
1093.69,1617.20,1.43,16.26,334.00
1032.95,1652.45,1.20,3.67,240.84
989.37,1598.90,1.34,10.39,253.82
994.99,1658.23,1.40,50.84,16.66
973.38,1718.39,1.18,0.93,15.56
1002.39,1676.27,1.33,31.43,196.66
978.20,1603.25,1.37,108.57,225.00
1023.28,1636.56,1.32,13.55,15.86
1087.40,1634.23,1.38,4.34,143.28
1139.16,1617.33,1.40,157.68,63.68
1209.33,1651.33,1.43,79.65,63.68
1277.78,1689.09,1.16,1.42,57.00
1337.23,1735.71,1.28,0.87,132.59
1409.24,1705.46,1.16,27.55,110.08
1473.23,1720.29,1.43,33.74,46.19
1535.35,1686.68,1.32,3.46,199.66
1555.34,1635.40,1.34,50.62,107.42
1621.84,1632.26,1.38,0.68,107.43
1606.96,1623.84,1.17,10.73,201.42
1535.15,1643.08,1.35,72.17,287.42
1497.69,1586.65,1.35,13.48,198.08
1460.42,1521.62,0.00,0.10,354.29
1461.82,1573.80,1.24,27.19,297.51
1394.35,1612.46,1.19,105.07,302.07
1416.89,1667.46,1.38,48.41,46.42
1412.01,1705.13,1.18,24.83,290.08
1341.14,1733.85,1.32,3.13,312.59
1341.07,1799.21,1.35,105.29,338.50
1312.16,1872.61,1.26,26.40,338.50
1283.56,1945.21,1.20,39.83,338.50
1255.34,2016.85,1.17,102.35,338.50
1227.34,2087.95,1.17,25.94,338.50
1198.80,2160.40,1.31,0.47,338.49
1123.33,2145.83,1.28,23.20,255.13
1047.89,2125.89,1.24,25.11,255.25
972.87,2106.14,1.17,11.05,255.23
897.53,2086.30,1.16,10.57,255.25
823.15,2066.51,1.33,84.68,254.86
747.82,2046.42,1.21,6.72,255.82
723.13,2012.64,1.20,22.41,354.14
